Tag	1_lambda	BioSample	BioSpecimen	Chao1	Chao1_LB	Chao1_UL	Hprime	Molecule	MoleculeType	Obs	Site	WGS_Hprime	qD	site_norm
SRS065066	8.45841888924294	SRS065066	700113549	709.528985507246	614.294729359601	848.097173530511	3.42129316278258	DNA	G	405	Mid vagina		405	mid_vagina
SRS018232	58.9283872753625	SRS018232	700035639	2308.56640625	2008.66918973105	2690.10186890867	5.47275020459844	DNA	G	907	Saliva		907	saliva
SRS054958	41.582444439272	SRS054958	700102668	1169.32105263158	1025.97322010063	1364.17259532667	4.85688895195455	DNA	G	627	Attached/Keratinized gingiva		627	attached_keratinized_gingiva
SRS013740	23.0174192028538	SRS013740	700016818	751.484848484848	645.391400794918	905.599766265248	4.26924245566379	DNA	G	411	Anterior nares		411	anterior_nares
SRS017986	135.519470341404	SRS017986	700035310	1769.5652173913	1570.86116514101	2024.68517374842	5.92528116173436	DNA	G	871	Subgingival plaque		871	subgingival_plaque
SRS102810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS048467	11.398728549428	SRS048467	700106868	928.310344827586	777.602137185403	1146.29586309368	4.05511602338901	DNA	G	440	L_Retroauricular crease		440	left_retroauricular_crease
SRS023299	2.63359904516846	SRS023299	700099461	352.090909090909	276.338283137527	489.989593470419	2.11216293232308	DNA	G	184	Vaginal introitus		184	vaginal_introitus
SRS017386	204.561698974769	SRS017386	700034092	3709.03220338983	3429.37139421365	4041.77546584034	6.40085965197764	DNA	G	1956	Throat		1956	throat
SRS015052	22.5571622563568	SRS015052	700023707	872.322368421053	764.311784870922	1026.02722403441	4.12773727665588	DNA	G	509	Vaginal introitus		509	vaginal_introitus
SRS053198	16.0887034569806	SRS053198	700038752	409.160714285714	321.350388610363	558.978512405497	3.67106585788633	DNA	G	197	L_Retroauricular crease		197	left_retroauricular_crease
SRS021239	36.5963199302939	SRS021239	700096885	1048.88823529412	904.805903012205	1247.34300737336	4.54988340870521	DNA	G	523	Mid vagina		523	mid_vagina
SRS017688	44.9093283074775	SRS017688	700034781	862.127659574468	759.660944388772	1004.5676861536	4.75133281863018	DNA	G	497	Attached/Keratinized gingiva		497	attached_keratinized_gingiva
SRS063096	16.1852978039744	SRS063096	700111231	1984.65436241611	1760.02849922366	2269.417370487	4.78338220205002	DNA	G	921	Attached/Keratinized gingiva		921	attached_keratinized_gingiva
SRS021653	86.1342540606012	SRS021653	700097365	2300.15193370166	2067.78055793386	2589.19580958145	5.84189623697534	DNA	G	1115	Buccal mucosa		1115	buccal_mucosa
SRS021474	58.7704927162921	SRS021474	700097186	1186.77127659574	1036.95059695951	1390.16924245513	5.03395341144034	DNA	G	618	Attached/Keratinized gingiva		618	attached_keratinized_gingiva
SRS064086	68.7568433301595	SRS064086	700114168	2373.75284090909	2131.10684148116	2675.80422285905	5.90486167582506	DNA	G	1140	Saliva		1140	saliva
SRS015983	31.1250062720254	SRS015983	700024638	1851.57094594595	1663.88523733022	2091.52953912307	4.98594039188936	DNA	G	990	Tongue dorsum		990	tongue_dorsum
SRS012987	54.0297882039252	SRS012987	700015275	3697.17551020408	3356.80809737205	4105.02278633318	5.63492019026144	DNA	G	1640	Palatine Tonsils		1640	palatine_tonsils
SRS063031	37.0697959273272	SRS063031	700113487	1744.38043478261	1551.8317987734	1991.95018629348	5.10589454184744	DNA	G	878	Tongue dorsum		878	tongue_dorsum
SRS018561	3.22005571030641	SRS018561	700037028	55.9	35.5624872353861	124.542919135498	1.9548871798363	DNA	G	27	R_Retroauricular crease		27	right_retroauricular_crease
SRS012692	9.83338922413512	SRS012692	700014518	2450.1912568306	2209.19564487012	2749.25439316202	3.94083377967815	DNA	G	1209	Attached/Keratinized gingiva		1209	attached_keratinized_gingiva
SRS018473	64.6324779074581	SRS018473	700035937	1912.23214285714	1691.03466074411	2194.51103441593	5.56365951949739	DNA	G	890	Tongue dorsum		890	tongue_dorsum
SRS017126	40.4027458266214	SRS017126	700033688	1497.74193548387	1291.49583462676	1773.55098625825	4.78996837930659	DNA	G	680	Buccal mucosa		680	buccal_mucosa
SRS014845	26.5649600711154	SRS014845	700023499	1423.41025641026	1217.65908996672	1704.53373187381	4.36079726998814	DNA	G	656	Attached/Keratinized gingiva		656	attached_keratinized_gingiva
SRS017028	59.2964991013523	SRS017028	700033541	2088.4	1831.34050156958	2418.12709172385	5.50442185487827	DNA	G	922	Subgingival plaque		922	subgingival_plaque
SRS016248	36.0131650586395	SRS016248	700024911	1520.59701492537	1347.93265104934	1744.40447826419	4.93958042917413	DNA	G	765	Buccal mucosa		765	buccal_mucosa
SRS015583	29.7399859451862	SRS015583	700024238	519.416666666667	415.864469463447	691.327604267202	4.35867348601608	DNA	G	259	R_Antecubital fossa		259	right_antecubital_fossa
SRS024205	23.1857310752751	SRS024205	700101092	2017.12903225806	1767.63071439919	2337.79957124933	4.96294950576363	DNA	G	893	L_Antecubital fossa		893	left_antecubital_fossa
SRS050847	50.0188704222184	SRS050847	700105048	1450	1269.02588000814	1691.51028529755	4.99210755023881	DNA	G	728	Subgingival plaque		728	subgingival_plaque
SRS013960	13.1238538698465	SRS013960	700021315	1931.78143712575	1746.85660770036	2165.70944594453	4.14038189634663	DNA	G	1049	Attached/Keratinized gingiva		1049	attached_keratinized_gingiva
SRS019026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.66768818154418	NA	NA
SRS054435	116.232558139535	SRS054435	700108796	2618.00297619048	2324.03249686016	2982.86462777443	6.16517937646878	DNA	G	1105	L_Retroauricular crease		1105	left_retroauricular_crease
SRS013319	42.8000693976706	SRS013319	700016038	3285.66393442623	3056.51939240025	3559.55185392031	5.17556834713388	DNA	G	1883	Tongue dorsum		1883	tongue_dorsum
SRS021530	32.4516136106939	SRS021530	700097242	2093.0035971223	1853.74205477138	2397.55924203919	5.07905132576052	DNA	G	977	Buccal mucosa		977	buccal_mucosa
SRS057653	3.24751214238853	SRS057653	700105775	778.177966101695	660.55487685961	950.581985709825	2.46293499849923	DNA	G	408	L_Retroauricular crease		408	left_retroauricular_crease
SRS016244	37.0805517734594	SRS016244	700024907	869.606557377049	735.789211598273	1063.15614614018	4.56841812639989	DNA	G	436	Anterior nares		436	anterior_nares
SRS064764	204.951801450752	SRS064764	700111037	1677.42052980132	1489.01781910015	1917.79198920413	6.10427336832512	DNA	G	806	Throat		806	throat
SRS018412	207.739413448803	SRS018412	700035846	3015.11893203883	2713.94384238365	3382.26503216929	6.38346280837878	DNA	G	1339	Saliva		1339	saliva
SRS044626	130.335567567568	SRS044626	700105263	786.940298507463	668.637505110028	957.14815207049	5.43623882210124	DNA	G	399	Anterior nares		399	anterior_nares
SRS016659	70.1604752358452	SRS016659	700032443	2332.49719101124	2094.29466496662	2628.93717380718	5.66643957869307	DNA	G	1120	Palatine Tonsils		1120	palatine_tonsils
SRS053505	38.7250262208692	SRS053505	700107827	1144.00666666667	975.408879122881	1377.8884098843	4.74975555616907	DNA	G	540	Throat		540	throat
SRS065161	5.44935329138053	SRS065161	700114012	859.864285714286	735.976735200964	1036.49875141171	3.21009821815477	DNA	G	445	R_Retroauricular crease		445	right_retroauricular_crease
SRS052096	5.25982436466108	SRS052096	700105774	422.390625	356.420186012565	534.94734267039	3.21528004733928	DNA	G	263	Posterior fornix		263	posterior_fornix
SRS072207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS022590	125.189227202491	SRS022590	700098542	1970.74154589372	1827.42645482685	2150.83715684816	5.81222849087033	DNA	G	1269	Stool		1269	stool
SRS017877	19.8884574300566	SRS017877	700035175	1080.00833333333	897.774402152168	1339.51351544857	4.59302848698558	DNA	G	468	Anterior nares		468	anterior_nares
SRS017505	69.8573890028102	SRS017505	700034238	3046.02519379845	2789.2886269196	3355.31239643855	5.57699260355586	DNA	G	1535	Tongue dorsum		1535	tongue_dorsum
SRS016750	81.4073339940532	SRS016750	700032941	1790.94736842105	1552.52643913313	2100.6443541922	5.6277770306484	DNA	G	755	L_Antecubital fossa		755	left_antecubital_fossa
SRS077308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS024617	281.049080818592	SRS024617	700101908	3418.86138613861	3170.43063777845	3715.08241833234	6.59953543314378	DNA	G	1879	Throat		1879	throat
SRS016641	100.240230828023	SRS016641	700032425	2384.36688311688	2112.15779392552	2725.81603079213	5.79958116564494	DNA	G	1042	Saliva		1042	saliva
SRS058053	139.465031421042	SRS058053	700102311	2620.18548387097	2353.25273857178	2949.71688419501	6.18579888481176	DNA	G	1215	Supragingival plaque		1215	supragingival_plaque
SRS013169	173.837379447954	SRS013169	700015868	1943.32679738562	1722.20251685071	2223.13542710721	6.10348502938842	DNA	G	889	Throat		889	throat
SRS023534	43.517693834145	SRS023534	700099811	2037.0034965035	1795.40161017409	2343.57796393348	5.33685863422501	DNA	G	897	Buccal mucosa		897	buccal_mucosa
SRS016909	191.375928336269	SRS016909	700033375	2053.94134078212	1850.87348145941	2308.17921182333	6.18878480426337	DNA	G	1045	Supragingival plaque		1045	supragingival_plaque
SRS052434	36.0776388763977	SRS052434	700108046	2540.90725806452	2195.27765869798	2979.84460137759	5.65686837125832	DNA	G	915	Buccal mucosa		915	buccal_mucosa
SRS014591	9.41082076194231	SRS014591	700023245	305.446428571429	260.004298780802	388.430845159264	3.24014782329299	DNA	G	205	Posterior fornix		205	posterior_fornix
SRS023783	47.2382890560713	SRS023783	700100176	1675.10236220472	1475.59271062901	1933.35541589719	5.27277208528331	DNA	G	798	Throat		798	throat
SRS044448	125.102844010341	SRS044448	700108542	2314.83564814815	2111.35832638686	2565.55736666419	6.07861793687878	DNA	G	1235	Supragingival plaque		1235	supragingival_plaque
SRS018362	168.193703541757	SRS018362	700035796	2405.83783783784	2110.22278680557	2776.90319030808	6.19830058205595	DNA	G	952	Throat		952	throat
SRS018479	232.405657316457	SRS018479	700035943	2363.44010416667	2125.59972203954	2657.53353224298	6.37590657628219	DNA	G	1120	Supragingival plaque		1120	supragingival_plaque
SRS013046	93.8728767184131	SRS013046	700015449	2524.29752066116	2320.54165180029	2773.10447757013	5.82403569187923	DNA	G	1399	Subgingival plaque		1399	subgingival_plaque
SRS065585	12.4209476382686	SRS065585	700113488	1766.80384615385	1557.44474357361	2036.58275909385	4.28031643863507	DNA	G	832	Hard palate		832	hard_palate
SRS070510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS015275	17.9948692530275	SRS015275	700023930	1158.38888888889	997.050888458756	1380.53730014778	3.9644381124701	DNA	G	569	Attached/Keratinized gingiva		569	attached_keratinized_gingiva
SRS014988	20.1909297052154	SRS014988	700023643	215.321428571429	151.12279341616	348.0708499031	3.86734556945659	DNA	G	91	Saliva		91	saliva
SRS019983	2.9820246113159	SRS019983	700095228	940.358108108108	812.149461713184	1121.39492563312	2.49528686775468	DNA	G	501	R_Retroauricular crease		501	right_retroauricular_crease
SRS097905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS018608	79.0326690804565	SRS018608	700037075	733.035714285714	619.403495260204	901.287604591673	5.08208066697023	DNA	G	383	Saliva		383	saliva
SRS043153	157.469619010795	SRS043153	700107202	1517.81349206349	1341.55982716484	1747.48445461432	5.90507035044242	DNA	G	760	Subgingival plaque		760	subgingival_plaque
SRS043349	3.78711923259008	SRS043349	700038542	1166.78723404255	1028.63423913593	1355.2155941141	3.16876881116137	DNA	G	649	R_Retroauricular crease		649	right_retroauricular_crease
SRS022071	176.405836955557	SRS022071	700097837	1582.57142857143	1409.77589810309	1807.95512886098	5.85935642676464	DNA	G	842	Stool		842	stool
SRS057012	9.94117647058823	SRS057012	700107832	31.25	14.9748637237018	114.163914162597	2.35167330190463	DNA	G	11	L_Antecubital fossa		11	left_antecubital_fossa
SRS024081	161.871241760951	SRS024081	700100546	2679.07692307692	2449.48685787988	2958.84524385307	6.06807357530648	DNA	G	1399	Tongue dorsum		1399	tongue_dorsum
SRS013330	6.39682260570339	SRS013330	700016049	1050.225	917.432571279471	1235.43158427757	3.71669932977626	DNA	G	581	R_Antecubital fossa		581	right_antecubital_fossa
SRS015480	11.1531276371397	SRS015480	700024135	370.451612903226	298.479094396935	492.971449871118	3.08357282858275	DNA	G	196	Mid vagina		196	mid_vagina
SRS022846	68.7129642103371	SRS022846	700098876	1483.44827586207	1266.23465522273	1775.52568985243	5.36189585843244	DNA	G	636	Palatine Tonsils		636	palatine_tonsils
SRS021599	51.2437974556557	SRS021599	700097311	467.698275862069	429.406926559208	530.262130239272	4.54496373743684	DNA	G	369	Mid vagina		369	mid_vagina
SRS018180	42.0498606454254	SRS018180	700035584	1580.53361344538	1384.66135180501	1836.01166432961	5.41869184524153	DNA	G	741	Attached/Keratinized gingiva		741	attached_keratinized_gingiva
SRS144116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS018187	43.4282375349863	SRS018187	700035591	1605.89075630252	1422.74660335195	1845.52665265107	5.31855585156625	DNA	G	829	L_Antecubital fossa		829	left_antecubital_fossa
SRS051514	243.429665961532	SRS051514	700103440	2556.41984732824	2374.39907505916	2778.38708509715	6.36520202995639	DNA	G	1545	Subgingival plaque		1545	subgingival_plaque
SRS013042	17.941625053783	SRS013042	700015445	2016.83660130719	1801.06642646462	2290.15059063609	4.41490307458444	DNA	G	992	Attached/Keratinized gingiva		992	attached_keratinized_gingiva
SRS064043	8.3823358860849	SRS064043	700111176	671.756756756757	597.091539763884	781.464029643152	3.90699056456474	DNA	G	438	Mid vagina		438	mid_vagina
SRS053323	182.658181049962	SRS053323	700109387	2859.20333333333	2507.1852725352	3297.92583862121	6.23587345695603	DNA	G	1078	Saliva		1078	saliva
SRS023291	27.3758781652009	SRS023291	700099453	2043.67826086957	1783.30837887107	2380.36451797428	4.95582598064065	DNA	G	895	Throat		895	throat
SRS056593	18.8566994309364	SRS056593	700105091	576.041666666667	359.921751572211	998.904922654111	4.13354466626902	DNA	G	134	R_Antecubital fossa		134	right_antecubital_fossa
SRS047824	70.9607087166494	SRS047824	700106068	2754.26304347826	2521.60147330163	3038.01118497533	5.72248230423625	DNA	G	1462	Tongue dorsum		1462	tongue_dorsum
SRS018535	1.53847087567996	SRS018535	700037002	402	316.262455132511	552.07124565643	1.25514071439679	DNA	G	202	Posterior fornix		202	posterior_fornix
SRS019872	30.5649841927087	SRS019872	700038348	2108.39440993789	1886.56864834793	2387.73357924794	4.93680732104586	DNA	G	1031	Buccal mucosa		1031	buccal_mucosa
SRS043986	188.819352098301	SRS043986	700038693	3632.18537859008	3434.91939223213	3865.75434598912	6.38186563148296	DNA	G	2363	Subgingival plaque		2363	subgingival_plaque
SRS048271	106.862705993492	SRS048271	700105732	746.925925925926	619.9150674333	934.601861921466	5.26567149082659	DNA	G	354	Supragingival plaque		354	supragingival_plaque
SRS042419	10.3365711954037	SRS042419	700109188	1437.91739130435	1277.64327455149	1649.81039615342	3.82318853907589	DNA	G	780	R_Retroauricular crease		780	right_retroauricular_crease
SRS018570	21.3902044928812	SRS018570	700037037	1620.00416666667	1432.01285397205	1865.45888589075	4.52834326454434	DNA	G	817	Attached/Keratinized gingiva		817	attached_keratinized_gingiva
SRS054285	89.5659085728865	SRS054285	700105578	1699.36524822695	1525.8275147988	1923.10965637471	5.68147110673623	DNA	G	926	Supragingival plaque		926	supragingival_plaque
SRS017753	37.1236382206081	SRS017753	700034846	2238.78148148148	1955.80934742633	2597.66612887102	5.48631853377104	DNA	G	901	Buccal mucosa		901	buccal_mucosa
SRS143509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS013332	22.6617436086462	SRS013332	700016051	573.615384615385	499.029520212203	689.09716014206	4.19349056127591	DNA	G	363	L_Retroauricular crease		363	left_retroauricular_crease
SRS046355	40.2169115238234	SRS046355	700107496	2874.6384180791	2565.81945396053	3255.55274813269	5.40369855364071	DNA	G	1243	Hard palate		1243	hard_palate
SRS063479	158.708726913859	SRS063479	700111517	1090.33823529412	945.185693594769	1285.87332399231	5.80797368832169	DNA	G	527	Supragingival plaque		527	supragingival_plaque
SRS056812	66.3306158101617	SRS056812	700109638	982.509803921569	785.465018213976	1268.71593658143	5.27464534213923	DNA	G	350	R_Antecubital fossa		350	right_antecubital_fossa
SRS068447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS018355	385.847854465828	SRS018355	700035789	3480.44827586207	3139.56374240009	3890.56000768319	6.78634344203602	DNA	G	1461	Saliva		1461	saliva
SRS012923	55.8015830229458	SRS012923	700015152	2403.522	2231.93743483577	2614.05325790077	5.57548618254507	DNA	G	1476	Subgingival plaque		1476	subgingival_plaque
SRS062409	114.482366359516	SRS062409	700113498	867.005952380952	758.978590862282	1018.74435005048	5.41557118918144	DNA	G	492	R_Antecubital fossa		492	right_antecubital_fossa
SRS020347	11.849730282447	SRS020347	700095666	570.011363636364	472.458814493542	721.801711385836	3.54368644930039	DNA	G	297	Vaginal introitus		297	vaginal_introitus
SRS016979	11.6666259991031	SRS016979	700033481	588.4	464.753577697306	790.95303104744	3.38762199881257	DNA	G	271	R_Retroauricular crease		271	right_retroauricular_crease
SRS053396	43.5422022123883	SRS053396	700038966	2168.51219512195	1962.07923239459	2428.81405789792	4.97211296675022	DNA	G	1171	Subgingival plaque		1171	subgingival_plaque
SRS056872	15.392363793366	SRS056872	700105150	841.657894736842	731.264484870721	998.518537663043	3.72591123145491	DNA	G	469	Vaginal introitus		469	vaginal_introitus
SRS048303	5	SRS048303	700102535	5	NA	NA	1.6094379124341	DNA	G	5	L_Antecubital fossa		5	left_antecubital_fossa
SRS019073	45.156753146813	SRS019073	700037544	2736.20157068063	2470.00389225237	3064.12482728752	5.37376839839953	DNA	G	1322	Buccal mucosa		1322	buccal_mucosa
SRS021721	28.3589009524838	SRS021721	700097434	733.951219512195	642.557016149377	864.276335311403	4.20135757815279	DNA	G	428	Vaginal introitus		428	vaginal_introitus
SRS052618	121.327108349417	SRS052618	700103612	2874.91512915129	2657.39957434624	3137.60257226047	6.12374533706961	DNA	G	1610	Palatine Tonsils		1610	palatine_tonsils
SRS015379	106.296317174669	SRS015379	700024034	1377.5	1240.62517626682	1558.39176261896	5.548331760901	DNA	G	815	Subgingival plaque		815	subgingival_plaque
SRS017925	45.2193854156349	SRS017925	700035246	1039.80487804878	897.384089960068	1236.98957589938	4.79592979500018	DNA	G	527	Attached/Keratinized gingiva		527	attached_keratinized_gingiva
SRS056896	56.7641256178184	SRS056896	700038485	1919.64569536424	1719.73963146315	2174.0158125491	5.44225681176257	DNA	G	986	Tongue dorsum		986	tongue_dorsum
SRS045569	98.496032899607	SRS045569	700106557	2314.77011494253	2078.44132984716	2609.55491708458	5.79461661788347	DNA	G	1123	Attached/Keratinized gingiva		1123	attached_keratinized_gingiva
SRS024196	49.0405487652778	SRS024196	700101083	2348.49752475248	2120.94389174303	2629.16257918252	5.58912641708555	DNA	G	1146	Hard palate		1146	hard_palate
SRS045181	5.93273552237949	SRS045181	700106230	805.862068965517	672.530211349226	1000.17348740721	3.28052567867501	DNA	G	381	L_Retroauricular crease		381	left_retroauricular_crease
SRS018248	4.44579856641475	SRS018248	700035655	602.84	501.681219553601	756.562139587393	2.81566115117084	DNA	G	307	Mid vagina		307	mid_vagina
SRS056537	90.1969495636576	SRS056537	700038692	3063.552	2825.92037776443	3351.29256426955	5.95410119612866	DNA	G	1699	Supragingival plaque		1699	supragingival_plaque
SRS014848	20.6834632938681	SRS014848	700023502	1678.76129032258	1519.00988499774	1883.68095231141	4.91287230969435	DNA	G	954	Supragingival plaque		954	supragingival_plaque
SRS046107	24.0728183419429	SRS046107	700110368	1792.10683760684	1571.62680215046	2078.66854095887	4.47220703361088	DNA	G	836	R_Retroauricular crease		836	right_retroauricular_crease
SRS047598	74.3422713899955	SRS047598	700107388	1636.90604026846	1479.2994702093	1839.98186717368	5.38221268119646	DNA	G	933	Subgingival plaque		933	subgingival_plaque
SRS021342	102.182782464699	SRS021342	700097000	1471.40654205607	1287.77166812838	1714.43459957392	5.53627421769941	DNA	G	720	Stool		720	stool
SRS014407	19.5342460110185	SRS014407	700023061	1907.22360248447	1718.58610202057	2146.43644330697	4.43509423932358	DNA	G	1015	Attached/Keratinized gingiva		1015	attached_keratinized_gingiva
SRS044136	12.6497840578172	SRS044136	700109878	1296.30769230769	1141.86704680992	1503.18544695427	3.95014247791555	DNA	G	687	L_Retroauricular crease		687	left_retroauricular_crease
SRS072404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS056273	177.123368370502	SRS056273	700109563	2284.8256302521	2114.07983538073	2495.17871371491	6.20192654133329	DNA	G	1378	Stool		1378	stool
SRS022920	19.7448340399108	SRS022920	700098950	869.959016393443	741.193610193074	1056.65908375819	4.18912926269185	DNA	G	455	Anterior nares		455	anterior_nares
SRS021062	6.3923042110806	SRS021062	700096609	909.005952380952	790.437361912553	1074.52429740192	3.67156841099784	DNA	G	491	Vaginal introitus		491	vaginal_introitus
SRS077864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS022412	14.823052501056	SRS022412	700098287	428.4	348.558359963454	563.887404219615	3.58115658878317	DNA	G	234	Mid vagina		234	mid_vagina
SRS065485	19	SRS065485	700110604	19	NA	NA	2.94443897916644	DNA	G	19	R_Antecubital fossa		19	right_antecubital_fossa
SRS063946	30.1483951646519	SRS063946	700111513	2516.12857142857	2191.53075249008	2924.37956346452	5.49239128732852	DNA	G	932	Buccal mucosa		932	buccal_mucosa
SRS016807	11.3823814165322	SRS016807	700033039	600.5125	508.409220227477	746.851803278799	3.67988602991011	DNA	G	352	Mid vagina		352	mid_vagina
SRS043227	252.15273597877	SRS043227	700038489	3066.86206896552	2874.82347053268	3297.24327850934	6.51191062078026	DNA	G	1913	Palatine Tonsils		1913	palatine_tonsils
SRS065133	64.5862068965515	SRS065133	700111034	2009.7735042735	1730.63139817134	2369.11095559177	5.65427919629259	DNA	G	759	Buccal mucosa		759	buccal_mucosa
SRS063111	12.7955949732004	SRS063111	700114210	1054.72972972973	903.845145137878	1265.70788595537	4.04392434078131	DNA	G	525	Vaginal introitus		525	vaginal_introitus
SRS018935	31.6293259047414	SRS018935	700037404	971.615942028986	830.733939703156	1171.26532378011	4.54604911840067	DNA	G	493	Anterior nares		493	anterior_nares
SRS048351	22.3071630209274	SRS048351	700109821	1697.5406504065	1494.21771732459	1961.3716968888	4.5062306990293	DNA	G	811	L_Retroauricular crease		811	left_retroauricular_crease
SRS013359	29.7493186124925	SRS013359	700016130	3842.6350148368	3563.62067666051	4171.6930443036	5.53647102199977	DNA	G	2008	Throat		2008	throat
SRS042149	1	SRS042149	700101787	1	NA	NA	NA	DNA	G	1	L_Antecubital fossa		1	left_antecubital_fossa
SRS021845	131.103623043545	SRS021845	700097581	3230.96428571429	2853.46545243941	3695.70424729774	6.12663449105059	DNA	G	1220	Throat		1220	throat
SRS023733	24.9323935027925	SRS023733	700100040	631.640350877193	548.737973208317	757.036176972684	4.3217199541084	DNA	G	387	Anterior nares		387	anterior_nares
SRS058045	104.382026651496	SRS058045	700106552	2258.53333333333	1986.22404890817	2604.39010600225	5.78419388280494	DNA	G	978	Saliva		978	saliva
SRS013272	159.466975480205	SRS013272	700015979	2265.736328125	2110.70452771134	2456.49682984721	6.20467289327544	DNA	G	1438	Stool		1438	stool
SRS046496	124.319689990128	SRS046496	700105669	2166.12564102564	1973.64970728864	2405.87650477712	5.81916642227158	DNA	G	1190	Tongue dorsum		1190	tongue_dorsum
SRS077753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS019069	121.272763067232	SRS019069	700037540	3590.36034482759	3302.19294410626	3933.29679797148	6.28911262490022	DNA	G	1786	Saliva		1786	saliva
SRS016147	14.9375792178226	SRS016147	700024804	628.714285714286	524.653668566503	791.101851770695	3.83337240471198	DNA	G	339	Anterior nares		339	anterior_nares
SRS024320	90.3172961074484	SRS024320	700101355	2897.46012269939	2564.36337674766	3310.24399919228	5.79574707932026	DNA	G	1172	Buccal mucosa		1172	buccal_mucosa
SRS056047	239.603991962938	SRS056047	700109576	2572.4520295203	2378.69789249778	2807.51875890522	6.43024485184068	DNA	G	1470	Subgingival plaque		1470	subgingival_plaque
SRS016241	9.5885911840968	SRS016241	700024904	216.083333333333	121.460959656653	461.281709346829	3.00391542865245	DNA	G	62	R_Retroauricular crease		62	right_retroauricular_crease
SRS148202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS052231	4	SRS052231	700102534	4	NA	NA	1.38629436111989	DNA	G	4	R_Retroauricular crease		4	right_retroauricular_crease
SRS020171	12.797890075641	SRS020171	700095424	877.61	722.780537022729	1106.24980526435	3.67420060304437	DNA	G	398	L_Retroauricular crease		398	left_retroauricular_crease
SRS016879	223.632207369727	SRS016879	700033240	3228.79905063291	3018.97818393318	3479.80391600008	6.48344114843114	DNA	G	1950	Subgingival plaque		1950	subgingival_plaque
SRS020793	40.9534815395163	SRS020793	700096267	1123.55789473684	984.038711826053	1313.50104240499	4.98645673411537	DNA	G	598	Stool		598	stool
SRS015752	22.6747337866854	SRS015752	700024407	794.849056603774	673.785079936947	974.82527370761	4.16547128277913	DNA	G	425	Anterior nares		425	anterior_nares
SRS017696	27.674337839921	SRS017696	700034789	1360.69811320755	1179.0451348969	1601.48215899937	5.23851800867942	DNA	G	621	R_Antecubital fossa		621	right_antecubital_fossa
SRS017874	21.4814542688461	SRS017874	700035172	962.56	788.337868436226	1218.08476302134	4.17700725712484	DNA	G	415	R_Retroauricular crease		415	right_retroauricular_crease
SRS023025	148.969142763414	SRS023025	700099059	1495.51724137931	1326.14447275167	1718.59670588421	5.73645331774087	DNA	G	792	Stool		792	stool
SRS024559	95.9746912453609	SRS024559	700101850	2214.12313432836	1935.26700182931	2568.23642929815	5.88083629509814	DNA	G	902	Palatine Tonsils		902	palatine_tonsils
SRS013434	115.052340679673	SRS013434	700016346	4743.07127429806	4453.21267530708	5078.02295821836	6.30247161677698	DNA	G	2590	Tongue dorsum		2590	tongue_dorsum
SRS013041	18.2384637654137	SRS013041	700015444	1854.54838709677	1576.26595277475	2221.91876165733	4.38375684143923	DNA	G	707	Buccal mucosa		707	buccal_mucosa
SRS048058	10.6679696906044	SRS048058	700106544	864.828571428571	745.366268433759	1035.55873068026	4.03565579821391	DNA	G	467	R_Retroauricular crease		467	right_retroauricular_crease
SRS024201	144.537712895377	SRS024201	700101088	2966.51612903226	2753.51186210243	3223.42005439273	6.47013588767573	DNA	G	1720	Supragingival plaque		1720	supragingival_plaque
SRS020977	210.101296838581	SRS020977	700096524	2039.85046728972	1751.99358175211	2413.48596266148	6.07450803087153	DNA	G	786	Subgingival plaque		786	subgingival_plaque
SRS017229	645.70052260849	SRS017229	700033835	3125.92008196721	2828.02097195878	3484.47716027873	6.91849542907446	DNA	G	1365	Subgingival plaque		1365	subgingival_plaque
SRS023724	15.5768190856767	SRS023724	700100031	1160.025	987.895882492378	1396.57833660126	4.44252150669574	DNA	G	528	Attached/Keratinized gingiva		528	attached_keratinized_gingiva
SRS017247	63.820374758447	SRS017247	700033922	1750.12671232877	1565.90577257157	1986.16786205567	5.49145067225885	DNA	G	911	Stool		911	stool
SRS017931	3.38244681613625	SRS017931	700035252	525.694444444444	368.246819972059	808.820923742012	2.36098885326052	DNA	G	171	R_Retroauricular crease		171	right_retroauricular_crease
SRS045015	170.885612146333	SRS045015	700109633	2711.23265306122	2486.7277575202	2984.0746603348	6.14513891886204	DNA	G	1444	Supragingival plaque		1444	supragingival_plaque
